_id,AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
18550,A1345018,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,3/29/24,13 WEEKS,6/12/24,HEALTHY,STRAY,OTC,,6/18/24,TRANSFER,HSSV,HEALTHY,DEMEREST LN,SAN JOSE,6/18/24
18551,A1345019,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,4/13/24,11 WEEKS,6/12/24,HEALTHY,STRAY,OTC,,6/18/24,TRANSFER,HSSV,HEALTHY,DEMEREST LN,SAN JOSE,6/18/24
18552,A1345020,NICKI,DOG,BLACK,,CHIHUAHUA SH,SPAYED,6/17/21,3 YEARS,6/13/24,PREGNANT,STRAY,FIELD,,,,,,EMPIRE ST / N 14TH ST,SAN JOSE,6/23/24
18553,A1345021,,DOG,BROWN,BLACK,BRUSS GRIFFON,MALE,6/17/22,2 YEARS,6/13/24,HEALTHY,STRAY,FIELD,,6/20/24,TRANSFER,HSSV,HEALTHY,EMPIRE ST / N 14TH ST,SAN JOSE,6/20/24
18554,A1345022,CHOLO,DOG,GRAY,WHITE,PIT BULL,MALE,6/17/19,5 YEARS,6/13/24,HEALTHY,CONFISCATE,POLICE,,6/18/24,RTO,,,,SAN JOSE,6/18/24
18555,A1345022,CHOLO,DOG,GRAY,WHITE,PIT BULL,MALE,6/17/19,5 YEARS,6/24/24,HEALTHY,STRAY,OTC,,,,,,TULLY RD/BRAHMS AVE,SAN JOSE,6/24/24
18556,A1345023,,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,6/15/23,1 YEAR,6/14/24,MED R,STRAY,OTC,,,,,,3100 BLOCK FLORENCE CT X S WHITE RD,SAN JOSE,6/15/24
18557,A1345024,,CAT,GRAY,,DOMESTIC SH,UNKNOWN,,NO AGE,6/14/24,NURSING,STRAY,FIELD,,6/15/24,DIED,IN KENNEL,NURSING,LEEWARD DR X ARDEN WY,SAN JOSE,6/17/24
18558,A1345034,,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,4/26/24,9 WEEKS,6/14/24,MED R,STRAY,OTC,,,,,,SAVSTROM WAY X SNOW DR,SAN JOSE,6/19/24
18559,A1345035,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,4/26/24,9 WEEKS,6/14/24,HEALTHY,STRAY,OTC,,,,,,SAVSTROM WAY X SNOW DR,SAN JOSE,6/15/24
18560,A1345050,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,6/14/24,DEAD,DISPO REQ,OTC,,6/14/24,DISPOSAL,,DEAD,PORT WAY X CAPE ANITA PL,SAN JOSE,6/14/24
18561,A1345051,,BIRD,BLACK,,CROW,UNKNOWN,,NO AGE,6/14/24,MED M,STRAY,FIELD,,6/14/24,TRANSFER,WILDLIFE,MED M,MOORPARK AVE,SAN JOSE,6/14/24
18562,A1345055,,DOG,BLACK,WHITE,PIT BULL,FEMALE,3/14/24,15 WEEKS,6/14/24,HEALTHY,STRAY,OTC,,6/20/24,TRANSFER,HSSV,HEALTHY,S WHITE RD X CUNNINGHAM AVE,SAN JOSE,6/20/24
18563,A1345056,,DOG,GOLD,,MALTESE,FEMALE,4/12/24,11 WEEKS,6/14/24,HEALTHY,OWNER SUR,OTC,,6/15/24,FOSTER,,HEALTHY,,SAN JOSE,6/15/24
18564,A1345058,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,6/14/20,4 YEARS,6/14/24,MED SEV,STRAY,OTC,,6/20/24,EUTH,U MED SEV,MED SEV,COTTLE RD X ENDICOTT BLVD,SAN JOSE,6/20/24
18565,A1345059,KERMIT,DOG,BROWN,BLACK,CHIHUAHUA SH,NEUTERED,6/22/22,2 YEARS,6/14/24,HEALTHY,STRAY,OTC,,6/17/24,LOST EXP,,HEALTHY,DOUGLAS ST & PAGE ST,SAN JOSE,6/17/24
18566,A1345059,KERMIT,DOG,BROWN,BLACK,CHIHUAHUA SH,NEUTERED,6/22/22,2 YEARS,6/17/24,HEALTHY,STRAY,OTC,,,,,,DOUGLAS ST/PAGE ST,SAN JOSE,6/27/24
18567,A1345067,MOIRA,DOG,GOLD,,GOLDEN RETR,FEMALE,6/14/20,4 YEARS,6/14/24,HEALTHY,STRAY,OTC,,6/19/24,FOSTER,,,MONTEREY HWY/UMBARGER RD,SAN JOSE,6/26/24
18568,A1345068,CHIQUITA,DOG,TAN,,CHIHUAHUA SH,SPAYED,6/17/19,5 YEARS,6/14/24,HEALTHY,STRAY,OTC,,6/21/24,FOSTER,,,MONTEREY HWY/UMBARGER RD,SAN JOSE,6/21/24
18569,A1345069,,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,6/14/23,1 YEAR,6/14/24,PREGNANT,STRAY,OTC,,6/18/24,RTF,,HEALTHY,FLINTCREST DR X FLINTHAVEN DR,SAN JOSE,6/18/24
18570,A1345071,,DOG,TAN,WHITE,PIT BULL,MALE,,NO AGE,6/14/24,HEALTHY,STRAY,FOUND,,,,,,SENTER RD X CEDRO ST,SAN JOSE,6/14/24
18571,A1345073,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,6/14/16,8 YEARS,6/14/24,MED R,STRAY,OTC,,6/22/24,RTF,,MED R,CHATEAU LA SALLE DR/MONTEREY RD,SAN JOSE,6/22/24
18572,A1345075,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,,NO AGE,6/14/24,DEAD,DISPO REQ,OTC,,6/14/24,DISPOSAL,,DEAD,TULLY RD X MONTEREY RD,SAN JOSE,6/14/24
18573,A1345077,,CAT,TABBY-GRAY,,DOMESTIC SH,FEMALE,4/23/24,9 WEEKS,6/14/24,MED SEV,STRAY,OTC,,,,,,RUBINO DR & FOXWORTHY AVE,SAN JOSE,6/27/24
18574,A1345078,,CAT,WHITE,TAN,DOMESTIC SH,MALE,5/5/24,7 WEEKS,6/14/24,MED R,STRAY,FIELD,,,,,,JACKSON AVE X MAMMOTH DR,SAN JOSE,6/20/24
18575,A1345079,LADY JAY,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,6/20/21,3 YEARS,6/14/24,HEALTHY,STRAY,OTC,,,,,,WESTFIELD AVE/N CENTRAL AVE,SAN JOSE,6/22/24
18576,A1345080,11:11,CAT,BLACK,,DOMESTIC SH,NEUTERED,3/14/24,15 WEEKS,6/13/24,HEALTHY,STRAY,OTC,,,,,,ARNOLD WAY / EISENHOWER DR,SAN JOSE,6/21/24
18577,A1345081,,CAT,BLACK,WHITE,DOMESTIC MH,MALE,5/15/24,6 WEEKS,6/14/24,MED R,STRAY,OTC,,,,,,PENITENCIA ST X REDWOOD AVE,MILPITAS,6/25/24
18578,A1345082,,CAT,TABBY-ORG,WHITE,DOMESTIC MH,FEMALE,5/15/24,6 WEEKS,6/14/24,MED R,STRAY,OTC,,,,,,PENITENCIA ST X REDWOOD AVE,MILPITAS,6/23/24
18579,A1345083,TRADER JOE,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,6/20/21,3 YEARS,6/14/24,HEALTHY,STRAY,OTC,,,,,,WESTFIELD AVE/N CENTRAL AVE,SAN JOSE,6/25/24
18580,A1345084,SAFEWAY,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,6/20/21,3 YEARS,6/14/24,HEALTHY,STRAY,OTC,,,,,,WESTFIELD AVE/N CENTRAL AVE,SAN JOSE,6/22/24
18581,A1345085,KROGER,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,6/20/21,3 YEARS,6/14/24,HEALTHY,STRAY,OTC,,,,,,WESTFIELD AVE/N CENTRAL AVE,SAN JOSE,6/22/24
18582,A1345086,,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,6/14/24,MED R,STRAY,OTC,,,,,,ELKWOOD DR,MILPITAS,6/20/24
18583,A1345087,DAVID,DOG,BLACK,BROWN,CHIHUAHUA LH,MALE,6/17/20,4 YEARS,6/14/24,MED R,STRAY,OTC,,6/26/24,FOSTER,,MED R,EL VISTA WAY / SAN RIVAS DR,SAN JOSE,6/26/24
18584,A1345088,RONNY,DOG,TAN,,LHASA APSO,MALE,6/19/18,6 YEARS,6/14/24,MED R,STRAY,OTC,,,,,,EL VISTA WAY / SAN RIVAS DR,SAN JOSE,6/26/24
18585,A1345089,,CAT,PT-LYNX,,DOMESTIC SH,SPAYED,,NO AGE,6/14/24,MED R,STRAY,OTC,,6/16/24,RTF,,FERAL,S 22ND ST X E WILLIAMS ST,SAN JOSE,6/16/24
18586,A1345090,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,5/3/24,8 WEEKS,6/14/24,HEALTHY,STRAY,OTC,,,,,,COMMERCIAL ST/N 15TH ST,SAN JOSE,6/15/24
18587,A1345091,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,5/3/24,8 WEEKS,6/14/24,HEALTHY,STRAY,OTC,,,,,,COMMERCIAL ST/N 15TH ST,SAN JOSE,6/15/24
18588,A1345092,,CAT,BLACK,,DOMESTIC SH,FEMALE,5/9/24,7 WEEKS,6/14/24,HEALTHY,STRAY,OTC,,6/22/24,FOSTER,,HEALTHY,WILLIAMSBURG DR,SAN JOSE,6/22/24
18589,A1345093,,CAT,BLACK,,DOMESTIC SH,MALE,5/9/24,7 WEEKS,6/14/24,HEALTHY,STRAY,OTC,,6/22/24,FOSTER,,HEALTHY,WILLIAMSBURG DR,SAN JOSE,6/22/24
18590,A1345094,,CAT,BLACK,,DOMESTIC SH,MALE,5/9/24,7 WEEKS,6/14/24,HEALTHY,STRAY,OTC,,6/22/24,FOSTER,,HEALTHY,WILLIAMSBURG DR,SAN JOSE,6/22/24
18591,A1345095,,CAT,BLACK,,DOMESTIC SH,MALE,5/9/24,7 WEEKS,6/14/24,HEALTHY,STRAY,OTC,,6/22/24,FOSTER,,HEALTHY,WILLIAMSBURG DR,SAN JOSE,6/22/24
18592,A1345096,,CAT,BLACK,,DOMESTIC SH,MALE,5/3/24,8 WEEKS,6/14/24,HEALTHY,STRAY,OTC,,,,,,COMMERCIAL ST/N 15TH ST,SAN JOSE,6/15/24
18593,A1345097,,CAT,BLACK,ORANGE,DOMESTIC SH,FEMALE,,NO AGE,6/14/24,FERAL,STRAY,OTC,,,,,,WILLIAMSBURG DR,SAN JOSE,6/14/24
18594,A1345098,,CAT,CALICO-TRI,,DOMESTIC SH,FEMALE,,NO AGE,6/14/24,MED R,STRAY,OTC,,,,,,WILLIAMSBURG DR,SAN JOSE,6/21/24
18595,A1345099,,CAT,TORTIE-B\O,,DOMESTIC SH,FEMALE,5/3/24,8 WEEKS,6/14/24,HEALTHY,STRAY,OTC,,,,,,COMMERCIAL ST/N 15TH ST,SAN JOSE,6/15/24
18596,A1345100,,CAT,BLACK,WHITE,DOMESTIC SH,MALE,,NO AGE,6/14/24,MED R,STRAY,OTC,,6/17/24,FOSTER,,MED R,WILLIAMSBURG DR,SAN JOSE,6/17/24
18597,A1345101,,CAT,BLACK,,DOMESTIC SH,FEMALE,,NO AGE,6/14/24,MED R,STRAY,OTC,,,,,,WILLIAMSBURG DR,SAN JOSE,6/21/24
18598,A1345103,,CAT,BLACK,,DOMESTIC SH,MALE,5/3/24,8 WEEKS,6/14/24,HEALTHY,STRAY,OTC,,,,,,COMMERCIAL ST/N 15TH ST,SAN JOSE,6/15/24
18599,A1345104,,CAT,BLACK,,DOMESTIC SH,FEMALE,,NO AGE,6/14/24,MED R,STRAY,OTC,,,,,,WILLIAMSBURG DR,SAN JOSE,6/21/24
18600,A1345105,,CAT,BLACK,,DOMESTIC SH,MALE,,NO AGE,6/14/24,NURSING,STRAY,OTC,,6/16/24,DIED,IN KENNEL,NURSING,WILLIAMSBURG DR,SAN JOSE,6/18/24
18601,A1345106,,CAT,GRAY,,DOMESTIC MH,MALE,4/30/24,8 WEEKS,6/14/24,MED R,STRAY,OTC,,,,,,POPLAR DR X BERONA WAY,SAN JOSE,6/15/24
18602,A1345108,SAVANNAH,DOG,BROWN,BLACK,NORW ELKHOUND,FEMALE,12/15/23,6 MONTHS,6/14/24,MED R,STRAY,OTC,,,,,,WOOSTER AVE E JULIAN ST,SAN JOSE,6/20/24
18603,A1345111,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,5/9/24,7 WEEKS,6/14/24,HEALTHY,STRAY,OTC,,6/15/24,FOSTER,,HEALTHY,TOSCANO CT/MANFERD ST,SAN JOSE,6/15/24
18604,A1345111,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,5/9/24,7 WEEKS,6/20/24,HEALTHY,FOSTER,,,6/20/24,EUTH,U MED SEV,MED SEV,,SAN JOSE,6/23/24
18605,A1345113,,CAT,GRAY,,DOMESTIC SH,FEMALE,,NO AGE,6/14/24,DEAD,DISPO REQ,OTC,,6/14/24,DISPOSAL,,DEAD,BELGROVE CT/BELGROVE CIR,SAN JOSE,6/14/24
18606,A1345114,,CAT,GRAY,,DOMESTIC SH,UNKNOWN,,NO AGE,6/14/24,DEAD,DISPO REQ,OTC,,6/14/24,DISPOSAL,,DEAD,BELGROVE CT/BELGROVE CIR,SAN JOSE,6/14/24
18607,A1345115,RITZY,CAT,CALICO-DIL,,DOMESTIC MH,SPAYED,3/30/24,13 WEEKS,6/14/24,HEALTHY,OWNER SUR,OTC,CHILD PROB,6/18/24,ADOPTION,WALK IN,,,SAN JOSE,6/18/24
18608,A1345116,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,5/9/24,7 WEEKS,6/14/24,MED R,STRAY,OTC,,6/17/24,FOSTER,,MED R,LINCOLN AVE/WILLOW LN,SAN JOSE,6/17/24
18609,A1345120,GRIMM,DOG,BLACK,,LABRADOR RETR,MALE,6/17/18,6 YEARS,6/14/24,HEALTHY,STRAY,OTC,,,,,,STORY RD,SAN JOSE,6/21/24
18610,A1345122,,OTHER,BLACK,,SKUNK,UNKNOWN,,NO AGE,6/14/24,MED R,STRAY,FIELD,,6/14/24,TRANSFER,WILDLIFE,MED R,CELEBRATION DR,MILPITAS,6/14/24
18611,A1345123,,BIRD,TAN,,CHICKEN,MALE,,NO AGE,6/14/24,HEALTHY,STRAY,OTC,,6/16/24,TRANSFER,COUNTY,,N MILPITAS BLVD/CALAVERAS BLVD,MILPITAS,6/16/24
18612,A1345124,,BIRD,TAN,,CHICKEN,MALE,,NO AGE,6/14/24,HEALTHY,STRAY,OTC,,6/16/24,TRANSFER,COUNTY,,N MILPITAS BLVD/CALAVERAS BLVD,MILPITAS,6/16/24
18613,A1345125,,BIRD,BROWN,YELLOW,GOOSE,UNKNOWN,,NO AGE,6/14/24,HEALTHY,STRAY,OTC,,6/16/24,TRANSFER,COUNTY,,PROSPECT RD/LAWERENCE,SAN JOSE,6/16/24
18614,A1345126,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,6/14/24,HEALTHY,STRAY,OTC,,6/18/24,TRANSFER,HSSV,HEALTHY,AMES AVE/S MILPITAS BLVD,MILPITAS,6/18/24
18615,A1345127,,BIRD,YELLOW,BROWN,DUCK,UNKNOWN,,NO AGE,6/14/24,NURSING,WILDLIFE,FIELD,,,,,,7200 BLOCK ANJOU CREEK,SAN JOSE,6/15/24
18616,A1345128,,BIRD,YELLOW,BROWN,DUCK,UNKNOWN,,NO AGE,6/14/24,NURSING,WILDLIFE,FIELD,,6/15/24,TRANSFER,WILDLIFE,NURSING,7200 BLOCK ANJOU CREEK,SAN JOSE,6/15/24
18617,A1345129,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,6/14/24,HEALTHY,STRAY,OTC,,6/18/24,TRANSFER,HSSV,HEALTHY,N 16TH ST/WASHINGTON ST,SAN JOSE,6/18/24
18618,A1345130,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,,NO AGE,6/14/24,HEALTHY,STRAY,OTC,,6/18/24,TRANSFER,HSSV,HEALTHY,N 16TH ST/WASHINGTON ST,SAN JOSE,6/18/24
18619,A1345131,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,,NO AGE,6/14/24,HEALTHY,STRAY,OTC,,6/18/24,TRANSFER,HSSV,HEALTHY,N 16TH ST/WASHINGTON ST,SAN JOSE,6/18/24
18620,A1345132,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,6/14/24,HEALTHY,STRAY,OTC,,6/18/24,TRANSFER,HSSV,HEALTHY,PALM HAVEN AVE/CLINTIONA AVE,SAN JOSE,6/18/24
18621,A1345136,,CAT,TABBY-ORG,,DOMESTIC MH,FEMALE,5/30/24,3 WEEKS,6/14/24,NURSING,STRAY,FIELD,,6/18/24,EUTH,U MED SEV,DEAD,VINIFERA DR / ALESSANDRO DR,SAN JOSE,6/18/24
18622,A1345137,DUDE,DOG,BROWN,,GERM SHEPHERD,MALE,,NO AGE,6/14/24,HEALTHY,STRAY,FIELD,,6/15/24,RTO,,HEALTHY,VESUVIUS LN /,SAN JOSE,6/15/24
18623,A1345138,,DOG,BLACK,TAN,GERM SHEPHERD,MALE,3/17/24,13 WEEKS,6/15/24,MED R,CONFISCATE,ASO,,6/19/24,EUTH,U MED SEV,MED SEV,,CUPERTINO,6/19/24
18624,A1345139,,CAT,GRAY,,DOMESTIC SH,UNKNOWN,,NO AGE,6/13/24,HEALTHY,STRAY,OTC,,6/18/24,TRANSFER,HSSV,HEALTHY,RENFIELD WAY X LUDOW CT,SAN JOSE,6/18/24
18625,A1345140,,CAT,GRAY,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,6/13/24,HEALTHY,STRAY,OTC,,6/18/24,TRANSFER,HSSV,HEALTHY,RENFIELD WAY X LUDOW CT,SAN JOSE,6/18/24
18626,A1345141,,CAT,TABBY-GRAY,,DOMESTIC SH,UNKNOWN,,NO AGE,6/13/24,HEALTHY,STRAY,OTC,,6/18/24,TRANSFER,HSSV,HEALTHY,RENFIELD WAY X LUDOW CT,SAN JOSE,6/18/24
18627,A1345142,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,6/13/24,HEALTHY,STRAY,OTC,,6/18/24,TRANSFER,HSSV,HEALTHY,RENFIELD WAY X LUDOW CT,SAN JOSE,6/18/24
18628,A1345143,,DOG,BLACK,WHITE,CHIHUAHUA LH,MALE,6/17/22,2 YEARS,6/15/24,MED R,STRAY,OTC,,6/23/24,FOSTER,,MED R,TOBIN DR X MORRILL AVE,SAN JOSE,6/25/24
18629,A1345145,,CAT,BLACK,,DOMESTIC SH,MALE,,NO AGE,6/15/24,DEAD,DISPO REQ,OTC,,6/15/24,DISPOSAL,,DEAD,BETHANY AVE X DALTREY WAY,SAN JOSE,6/15/24
18630,A1345146,,OTHER,BLACK,WHITE,SKUNK,UNKNOWN,,NO AGE,6/15/24,DEAD,WILDLIFE,OTC,,6/15/24,DISPOSAL,,DEAD,EVERGLADE AVE/BAL HARBOR WAY,SAN JOSE,6/15/24
18631,A1345147,,CAT,GRAY,,DOMESTIC SH,FEMALE,,NO AGE,6/15/24,DEAD,DISPO REQ,OTC,,6/15/24,DISPOSAL,,DEAD,CLAYTON AVE X N 1ST ST,SAN JOSE,6/15/24
18632,A1345149,,DOG,BROWN,WHITE,COCKER SPAN,FEMALE,,NO AGE,6/15/24,HEALTHY,STRAY,OTC,,6/15/24,FOUND ANIM,RTO,HEALTHY,EDENVIEW DR X GREY GHOST AVE,SAN JOSE,6/16/24
18633,A1345151,,CAT,TORTIE-B\O,,DOMESTIC SH,FEMALE,3/15/24,15 WEEKS,6/15/24,MED R,STRAY,OTC,,,,,,FIRESTONE LOOP X BALLYBUNION WAY,SAN JOSE,6/18/24
18634,A1345152,,CAT,TORBI-DIL,,DOMESTIC SH,FEMALE,3/15/24,15 WEEKS,6/15/24,MED R,STRAY,OTC,,,,,,FIRESTONE LOOP X BALLYBUNION WAY,SAN JOSE,6/18/24
18635,A1345153,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,3/15/24,15 WEEKS,6/15/24,MED R,STRAY,OTC,,,,,,FIRESTONE LOOP X BALLYBUNION WAY,SAN JOSE,6/18/24
18636,A1345154,,CAT,GRAY,,DOMESTIC SH,FEMALE,3/15/24,15 WEEKS,6/15/24,MED R,STRAY,OTC,,,,,,FIRESTONE LOOP X BALLYBUNION WAY,SAN JOSE,6/18/24
18637,A1345156,CHLOE,DOG,BLACK,TAN,GERM SHEPHERD,FEMALE,,NO AGE,6/15/24,HEALTHY,STRAY,OTC,,6/15/24,RTO,,HEALTHY,ALMADEN RD/WILLOW GLEN WAY,SAN JOSE,6/15/24
18638,A1345162,,DOG,WHITE,,CHIHUAHUA SH,FEMALE,6/15/13,11 YEARS,6/15/24,MED M,STRAY,OTC,IP ADOPT,6/20/24,FOSTER,,MED M,ANGIE AVE/DIANA AVE,SAN JOSE,6/20/24
18639,A1345163,POPCORN,CAT,TABBY-BRN,,DOMESTIC MH,SPAYED,4/15/24,10 WEEKS,6/15/24,MED R,STRAY,OTC,IP ADOPT,6/24/24,ADOPTION,WALK IN,MED R,FONTANELLE DR X GWINN CT,SAN JOSE,6/24/24
18640,A1345168,,CAT,BLACK,,DOMESTIC LH,NEUTERED,6/19/22,2 YEARS,6/15/24,MED R,STRAY,OTC,,6/20/24,RTF,,FERAL,S 20TH ST/BROOKWOOD AVE,SAN JOSE,6/20/24
18641,A1345170,MAX,DOG,WHITE,,MALTESE,MALE,,NO AGE,6/15/24,HEALTHY,STRAY,FOUND,,6/16/24,LOST EXP,,HEALTHY,E SANTA CLARA ST/N 28TH ST,SAN JOSE,6/16/24
18642,A1345171,FRANKIE,DOG,WHITE,,FRENCH BULLDOG,MALE,6/23/19,5 YEARS,6/15/24,HEALTHY,STRAY,FOUND,,,,HSSV,,PALM STX GOODYEAR ST,SAN JOSE,6/27/24
18643,A1345172,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,,NO AGE,6/15/24,MED EMERG,STRAY,OTC,,6/15/24,DISPOSAL,,DEAD,S 22ND ST X E WILLIAMS ST,SAN JOSE,6/15/24
18644,A1345173,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,6/15/24,PREGNANT,STRAY,OTC,,6/18/24,RTF,,FERAL,N 15TH ST/VESTAL ST,SAN JOSE,6/18/24
18645,A1345174,,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,6/17/22,2 YEARS,6/15/24,PREGNANT,STRAY,OTC,,6/18/24,RTF,,FERAL,N 33RD ST/E ST JAMES ST,SAN JOSE,6/18/24
18646,A1345175,DAISY,DOG,WHITE,,CHIHUAHUA SH,SPAYED,,NO AGE,6/15/24,MED R,STRAY,OTC,,6/15/24,LOST EXP,,MED R,CLEAR LAKE AVE/LANDESS,MILPITAS,6/15/24
18647,A1345175,DAISY,DOG,WHITE,,CHIHUAHUA SH,SPAYED,,NO AGE,6/15/24,MED R,STRAY,OTC,,6/16/24,RTO,WALK IN,HEALTHY,LANDESS/PARK VICTORIA,MILPITAS,6/16/24
18648,A1345179,DANNY,DOG,WHITE,,LABRADOR RETR,MALE,6/16/22,2 YEARS,6/15/24,HEALTHY,STRAY,FIELD,,,,,,N 34TH ST/ E SAINT JAMES ST,SAN JOSE,6/20/24
18649,A1345180,SONNY,DOG,BROWN,WHITE,PIT BULL,MALE,6/17/21,3 YEARS,6/15/24,HEALTHY,STRAY,OTC,,6/20/24,RTO,WALK IN,HEALTHY,MARTHA ST/S 12TH ST,SAN JOSE,6/20/24
18650,A1345181,LUCY,DOG,WHITE,,LABRADOR RETR,FEMALE,9/15/23,9 MONTHS,6/15/24,HEALTHY,STRAY,FIELD,,,,,,N 34TH ST/ E SAINT JAMES ST,SAN JOSE,6/20/24
18651,A1345182,,CAT,TABBY-BRN,,DOMESTIC MH,FEMALE,4/30/24,7 WEEKS,6/15/24,MED R,STRAY,OTC,,6/16/24,EUTH,U MED EMRG,MED EMERG,ORLANDO DR X OCALA AVE,SAN JOSE,6/17/24
18652,A1345183,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,6/15/24,DEAD,DISPO REQ,OTC,,6/15/24,DISPOSAL,,DEAD,MERIDIAN AVE,SAN JOSE,6/15/24
18653,A1345185,FOREST,DOG,BROWN,WHITE,BEAGLE,MALE,6/17/23,1 YEAR,6/15/24,HEALTHY,STRAY,OTC,,,,,,ALMADEN EXPY X BLOSSOM HILL RD,SAN JOSE,6/27/24
18654,A1345186,,OTHER,BLACK,WHITE,SKUNK,UNKNOWN,,NO AGE,6/15/24,NURSING,WILDLIFE,FIELD,,6/15/24,TRANSFER,WILDLIFE,NURSING,2700 BLOCK MILLBRAE,SAN JOSE,6/15/24
18655,A1345187,,OTHER,GRAY,WHITE,OPOSSUM,UNKNOWN,,NO AGE,6/15/24,MED R,WILDLIFE,FIELD,,6/15/24,TRANSFER,WILDLIFE,MED R,GLEN FROST CT,SAN JOSE,6/26/24
18656,A1345188,,CAT,PT-LYNX,,DOMESTIC SH,UNKNOWN,,NO AGE,6/15/24,DEAD,DISPO REQ,OTC,,,,,,,OUT OF COUNTY,6/19/24
18657,A1345190,,CAT,BLACK,,DOMESTIC SH,MALE,5/18/24,6 WEEKS,6/15/24,HEALTHY,STRAY,OTC,,,,,,COMMERCIAL ST/OAKLAND RD,SAN JOSE,6/27/24
18658,A1345193,,OTHER,BLACK,WHITE,SKUNK,UNKNOWN,,NO AGE,6/15/24,DEAD,DISPO REQ,FIELD,,6/15/24,DISPOSAL,,DEAD,BLUE SPRUCE WAY,MILPITAS,6/15/24
18659,A1345195,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,MALE,6/1/24,4 WEEKS,6/15/24,NURSING,STRAY,OTC,,6/18/24,FOSTER,,NURSING,FLEMING AVE/ ALUM ROCK AVE,SAN JOSE,6/24/24
18660,A1345195,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,MALE,6/1/24,4 WEEKS,6/19/24,NURSING,FOSTER,,,6/24/24,RESCUE,KITCAT,MED R,FLEMING AVE/ ALUM ROCK AVE,SAN JOSE,6/24/24
18661,A1345196,,BIRD,YELLOW,BROWN,QUAIL,UNKNOWN,,NO AGE,6/15/24,NURSING,WILDLIFE,FIELD,,6/15/24,TRANSFER,WILDLIFE,NURSING,7200 BLOCK ANJOU CREEK,SAN JOSE,6/15/24
18662,A1345197,,BIRD,YELLOW,BROWN,QUAIL,UNKNOWN,,NO AGE,6/15/24,NURSING,WILDLIFE,FIELD,,6/15/24,TRANSFER,WILDLIFE,NURSING,7200 BLOCK ANJOU CREEK,SAN JOSE,6/15/24
18663,A1345198,,BIRD,YELLOW,BROWN,QUAIL,UNKNOWN,,NO AGE,6/15/24,NURSING,WILDLIFE,FIELD,,6/15/24,TRANSFER,WILDLIFE,NURSING,7200 BLOCK ANJOU CREEK,SAN JOSE,6/15/24
18664,A1345201,,CAT,BUFF,,DOMESTIC SH,UNKNOWN,,NO AGE,6/15/24,HEALTHY,STRAY,OTC,,6/21/24,TRANSFER,HSSV,HEALTHY,MERION DR/FIRESTONE LOOP,SAN JOSE,6/21/24
18665,A1345202,BONES,DOG,BLACK,,LABRADOR RETR,NEUTERED,,NO AGE,6/16/24,HEALTHY,CONFISCATE,POLICE,,6/16/24,RTO,WALK IN,HEALTHY,,SAN JOSE,6/16/24
18666,A1345203,SUMMER,DOG,BLACK,WHITE,LABRADOR RETR,SPAYED,10/16/23,8 MONTHS,6/16/24,MED R,STRAY,OTC,,,,,,S 11TH ST X E SAN FERNANDO ST,SAN JOSE,6/24/24
